id,asset_id,machine_name,sensor_type,value,unit,timestamp
1574,A400,Steam Turbine,flow_rate,249.15,m3/h,2026-03-05 13:55:54
1412,A300,Water Pump,pressure,7.19,bar,2026-03-05 13:55:57
955,A300,Water Pump,temperature,60.86,C,2026-03-05 14:03:15
139,A300,Water Pump,temperature,52.86,C,2026-03-05 14:03:23
1272,A400,Steam Turbine,pressure,5.62,bar,2026-03-05 14:08:43
526,A200,Heat Exchanger,temperature,66.5,C,2026-03-05 14:09:53
336,A300,Water Pump,flow_rate,231.46,m3/h,2026-03-05 14:10:52
728,A200,Heat Exchanger,pressure,8.59,bar,2026-03-05 14:14:03
507,A200,Heat Exchanger,pressure,6.5,bar,2026-03-05 14:15:19
19,A100,Gas Compressor,temperature,31.92,C,2026-03-05 14:27:16
908,A100,Gas Compressor,flow_rate,234.53,m3/h,2026-03-05 14:35:44
706,A300,Water Pump,flow_rate,245.74,m3/h,2026-03-05 14:38:02
445,A100,Gas Compressor,pressure,7.57,bar,2026-03-05 14:38:39
1462,A400,Steam Turbine,flow_rate,228.0,m3/h,2026-03-05 14:44:23
363,A400,Steam Turbine,temperature,32.04,C,2026-03-05 14:50:01
1220,A400,Steam Turbine,flow_rate,293.29,m3/h,2026-03-05 14:51:06
721,A200,Heat Exchanger,pressure,10.65,bar,2026-03-05 14:57:36
848,A300,Water Pump,temperature,35.15,C,2026-03-05 14:58:12
1845,A100,Gas Compressor,temperature,57.94,C,2026-03-05 15:02:59
318,A200,Heat Exchanger,pressure,10.09,bar,2026-03-05 15:03:28
1487,A200,Heat Exchanger,flow_rate,208.37,m3/h,2026-03-05 15:06:47
145,A400,Steam Turbine,temperature,47.84,C,2026-03-05 15:08:10
1481,A200,Heat Exchanger,temperature,43.6,C,2026-03-05 15:14:24
855,A400,Steam Turbine,pressure,8.86,bar,2026-03-05 15:19:23
1518,A100,Gas Compressor,pressure,5.53,bar,2026-03-05 15:20:05
1297,A300,Water Pump,pressure,8.33,bar,2026-03-05 15:20:46
101,A100,Gas Compressor,temperature,65.43,C,2026-03-05 15:22:30
1445,A100,Gas Compressor,temperature,77.54,C,2026-03-05 15:23:18
1074,A100,Gas Compressor,temperature,54.99,C,2026-03-05 15:26:35
1585,A400,Steam Turbine,flow_rate,268.47,m3/h,2026-03-05 15:34:03
1076,A400,Steam Turbine,flow_rate,248.52,m3/h,2026-03-05 15:43:51
1045,A100,Gas Compressor,pressure,5.59,bar,2026-03-05 15:43:55
1826,A100,Gas Compressor,flow_rate,250.96,m3/h,2026-03-05 15:46:07
1598,A200,Heat Exchanger,pressure,7.99,bar,2026-03-05 15:46:17
840,A200,Heat Exchanger,flow_rate,203.79,m3/h,2026-03-05 15:47:36
379,A300,Water Pump,temperature,56.79,C,2026-03-05 15:52:53
1345,A300,Water Pump,pressure,11.6,bar,2026-03-05 15:57:11
1659,A300,Water Pump,temperature,57.17,C,2026-03-05 15:57:59
1110,A400,Steam Turbine,flow_rate,227.57,m3/h,2026-03-05 16:09:54
320,A400,Steam Turbine,pressure,7.58,bar,2026-03-05 16:12:36
1336,A300,Water Pump,flow_rate,248.95,m3/h,2026-03-05 16:14:49
422,A200,Heat Exchanger,pressure,4.48,bar,2026-03-05 16:19:09
1079,A400,Steam Turbine,temperature,31.17,C,2026-03-05 16:19:50
804,A200,Heat Exchanger,flow_rate,292.04,m3/h,2026-03-05 16:20:46
1896,A100,Gas Compressor,pressure,5.0,bar,2026-03-05 16:23:30
1166,A300,Water Pump,pressure,9.07,bar,2026-03-05 16:25:03
1012,A300,Water Pump,pressure,4.82,bar,2026-03-05 16:25:24
1628,A400,Steam Turbine,pressure,9.2,bar,2026-03-05 16:34:21
1970,A200,Heat Exchanger,pressure,9.62,bar,2026-03-05 16:35:27
352,A100,Gas Compressor,pressure,6.58,bar,2026-03-05 16:44:05
769,A100,Gas Compressor,temperature,55.96,C,2026-03-05 16:50:14
922,A200,Heat Exchanger,pressure,8.65,bar,2026-03-05 16:50:27
1422,A400,Steam Turbine,flow_rate,276.87,m3/h,2026-03-05 16:51:32
860,A400,Steam Turbine,pressure,7.77,bar,2026-03-05 16:57:04
988,A200,Heat Exchanger,temperature,45.98,C,2026-03-05 17:01:31
432,A200,Heat Exchanger,temperature,63.73,C,2026-03-05 17:08:10
292,A100,Gas Compressor,flow_rate,222.45,m3/h,2026-03-05 17:11:28
854,A400,Steam Turbine,pressure,6.01,bar,2026-03-05 17:18:40
325,A200,Heat Exchanger,temperature,79.87,C,2026-03-05 17:22:25
818,A200,Heat Exchanger,flow_rate,207.81,m3/h,2026-03-05 17:26:14
1320,A200,Heat Exchanger,pressure,9.61,bar,2026-03-05 17:30:09
40,A100,Gas Compressor,flow_rate,268.01,m3/h,2026-03-05 17:33:56
1402,A400,Steam Turbine,pressure,8.01,bar,2026-03-05 17:46:57
1715,A100,Gas Compressor,pressure,8.43,bar,2026-03-05 17:47:14
471,A200,Heat Exchanger,pressure,11.37,bar,2026-03-05 17:48:31
1063,A400,Steam Turbine,temperature,38.5,C,2026-03-05 17:54:01
933,A300,Water Pump,temperature,44.66,C,2026-03-05 17:56:55
1769,A300,Water Pump,flow_rate,207.99,m3/h,2026-03-05 17:58:30
513,A300,Water Pump,pressure,6.13,bar,2026-03-05 18:18:05
557,A300,Water Pump,temperature,73.77,C,2026-03-05 18:18:17
1169,A200,Heat Exchanger,pressure,8.48,bar,2026-03-05 18:24:24
311,A200,Heat Exchanger,flow_rate,288.91,m3/h,2026-03-05 18:29:07
412,A200,Heat Exchanger,pressure,11.65,bar,2026-03-05 18:31:44
1760,A400,Steam Turbine,pressure,7.22,bar,2026-03-05 18:34:30
112,A300,Water Pump,temperature,68.53,C,2026-03-05 18:35:56
654,A300,Water Pump,temperature,71.83,C,2026-03-05 18:41:38
772,A400,Steam Turbine,pressure,7.14,bar,2026-03-05 18:41:57
1652,A300,Water Pump,pressure,7.5,bar,2026-03-05 18:43:29
1255,A200,Heat Exchanger,temperature,42.02,C,2026-03-05 18:44:17
1858,A100,Gas Compressor,flow_rate,256.68,m3/h,2026-03-05 18:50:45
1340,A100,Gas Compressor,pressure,6.93,bar,2026-03-05 18:56:05
1298,A100,Gas Compressor,pressure,7.72,bar,2026-03-05 18:59:54
303,A100,Gas Compressor,flow_rate,215.72,m3/h,2026-03-05 19:07:23
491,A100,Gas Compressor,temperature,53.46,C,2026-03-05 19:08:08
1075,A200,Heat Exchanger,temperature,64.5,C,2026-03-05 19:09:12
669,A200,Heat Exchanger,pressure,7.12,bar,2026-03-05 19:12:03
696,A100,Gas Compressor,temperature,45.98,C,2026-03-05 19:12:12
210,A100,Gas Compressor,pressure,5.4,bar,2026-03-05 19:14:25
914,A300,Water Pump,pressure,5.03,bar,2026-03-05 19:14:29
1898,A100,Gas Compressor,pressure,7.48,bar,2026-03-05 19:15:24
1839,A300,Water Pump,pressure,9.81,bar,2026-03-05 19:23:14
1599,A400,Steam Turbine,temperature,35.39,C,2026-03-05 19:23:16
958,A200,Heat Exchanger,flow_rate,277.48,m3/h,2026-03-05 19:24:30
355,A300,Water Pump,pressure,6.94,bar,2026-03-05 19:26:39
1101,A200,Heat Exchanger,temperature,36.44,C,2026-03-05 19:27:07
1782,A400,Steam Turbine,temperature,70.87,C,2026-03-05 19:39:56
288,A300,Water Pump,flow_rate,278.21,m3/h,2026-03-05 19:41:45
289,A400,Steam Turbine,flow_rate,210.76,m3/h,2026-03-05 19:41:55
1559,A300,Water Pump,pressure,4.9,bar,2026-03-05 19:42:17
791,A400,Steam Turbine,temperature,60.61,C,2026-03-05 19:43:54
1640,A100,Gas Compressor,pressure,8.39,bar,2026-03-05 19:45:25
1913,A100,Gas Compressor,flow_rate,234.52,m3/h,2026-03-05 19:49:40
480,A400,Steam Turbine,temperature,79.2,C,2026-03-05 19:50:21
1532,A200,Heat Exchanger,flow_rate,291.66,m3/h,2026-03-05 19:55:24
483,A200,Heat Exchanger,pressure,10.31,bar,2026-03-05 19:58:54
221,A200,Heat Exchanger,temperature,64.02,C,2026-03-05 20:02:24
466,A200,Heat Exchanger,flow_rate,298.3,m3/h,2026-03-05 20:07:34
1924,A200,Heat Exchanger,temperature,51.02,C,2026-03-05 20:08:07
1788,A400,Steam Turbine,flow_rate,220.14,m3/h,2026-03-05 20:10:25
996,A400,Steam Turbine,temperature,37.74,C,2026-03-05 20:14:04
1707,A200,Heat Exchanger,temperature,63.66,C,2026-03-05 20:16:56
1386,A200,Heat Exchanger,flow_rate,274.15,m3/h,2026-03-05 20:20:16
724,A200,Heat Exchanger,temperature,75.02,C,2026-03-05 20:21:32
141,A300,Water Pump,flow_rate,208.5,m3/h,2026-03-05 20:23:55
1024,A100,Gas Compressor,pressure,6.38,bar,2026-03-05 20:31:59
723,A300,Water Pump,pressure,7.0,bar,2026-03-05 20:35:03
1971,A200,Heat Exchanger,pressure,5.86,bar,2026-03-05 20:36:09
1235,A300,Water Pump,flow_rate,267.14,m3/h,2026-03-05 20:36:22
1240,A100,Gas Compressor,pressure,8.31,bar,2026-03-05 20:36:28
1346,A200,Heat Exchanger,pressure,5.16,bar,2026-03-05 20:39:39
237,A200,Heat Exchanger,pressure,5.18,bar,2026-03-05 20:41:41
685,A200,Heat Exchanger,pressure,6.62,bar,2026-03-05 20:46:37
1570,A300,Water Pump,pressure,4.87,bar,2026-03-05 20:49:50
757,A100,Gas Compressor,pressure,10.95,bar,2026-03-05 21:05:57
754,A400,Steam Turbine,pressure,5.32,bar,2026-03-05 21:08:35
1694,A200,Heat Exchanger,temperature,55.58,C,2026-03-05 21:11:30
872,A400,Steam Turbine,temperature,74.33,C,2026-03-05 21:13:23
1026,A300,Water Pump,flow_rate,270.34,m3/h,2026-03-05 21:18:34
1854,A100,Gas Compressor,flow_rate,269.09,m3/h,2026-03-05 21:20:24
251,A300,Water Pump,pressure,7.2,bar,2026-03-05 21:24:18
1361,A200,Heat Exchanger,flow_rate,202.41,m3/h,2026-03-05 21:24:32
714,A300,Water Pump,flow_rate,212.52,m3/h,2026-03-05 21:25:38
1483,A200,Heat Exchanger,flow_rate,278.7,m3/h,2026-03-05 21:30:58
560,A100,Gas Compressor,flow_rate,221.6,m3/h,2026-03-05 21:32:06
558,A200,Heat Exchanger,temperature,69.58,C,2026-03-05 21:35:23
64,A200,Heat Exchanger,pressure,6.76,bar,2026-03-05 21:35:58
608,A100,Gas Compressor,flow_rate,261.81,m3/h,2026-03-05 21:36:04
1022,A400,Steam Turbine,flow_rate,297.99,m3/h,2026-03-05 21:36:18
1954,A400,Steam Turbine,flow_rate,230.73,m3/h,2026-03-05 21:38:47
1460,A300,Water Pump,temperature,60.8,C,2026-03-05 21:41:19
946,A100,Gas Compressor,flow_rate,276.79,m3/h,2026-03-05 21:43:03
1497,A200,Heat Exchanger,temperature,54.42,C,2026-03-05 21:50:00
605,A300,Water Pump,pressure,9.41,bar,2026-03-05 21:55:09
1289,A300,Water Pump,temperature,48.21,C,2026-03-05 21:56:49
1569,A100,Gas Compressor,flow_rate,262.71,m3/h,2026-03-05 21:57:36
660,A300,Water Pump,temperature,71.51,C,2026-03-05 22:02:11
1978,A200,Heat Exchanger,flow_rate,239.05,m3/h,2026-03-05 22:09:39
1415,A400,Steam Turbine,flow_rate,229.92,m3/h,2026-03-05 22:13:05
679,A100,Gas Compressor,temperature,52.71,C,2026-03-05 22:17:49
697,A100,Gas Compressor,flow_rate,293.65,m3/h,2026-03-05 22:19:07
1651,A300,Water Pump,flow_rate,210.39,m3/h,2026-03-05 22:34:36
1232,A400,Steam Turbine,flow_rate,226.36,m3/h,2026-03-05 22:35:31
473,A200,Heat Exchanger,pressure,9.97,bar,2026-03-05 22:50:11
108,A100,Gas Compressor,flow_rate,256.92,m3/h,2026-03-05 22:52:31
1491,A400,Steam Turbine,temperature,69.46,C,2026-03-05 22:57:09
1523,A200,Heat Exchanger,temperature,52.29,C,2026-03-05 22:57:50
1423,A300,Water Pump,flow_rate,291.21,m3/h,2026-03-05 22:58:29
293,A100,Gas Compressor,temperature,61.99,C,2026-03-05 23:02:45
745,A200,Heat Exchanger,flow_rate,268.68,m3/h,2026-03-05 23:03:32
1425,A400,Steam Turbine,pressure,10.53,bar,2026-03-05 23:03:55
1989,A300,Water Pump,pressure,11.56,bar,2026-03-05 23:06:33
375,A400,Steam Turbine,pressure,7.77,bar,2026-03-05 23:13:52
1588,A200,Heat Exchanger,flow_rate,279.08,m3/h,2026-03-05 23:18:32
1502,A300,Water Pump,flow_rate,231.58,m3/h,2026-03-05 23:22:52
1720,A300,Water Pump,temperature,52.42,C,2026-03-05 23:23:41
76,A100,Gas Compressor,temperature,79.52,C,2026-03-05 23:25:52
190,A300,Water Pump,temperature,57.42,C,2026-03-05 23:25:57
942,A400,Steam Turbine,pressure,6.77,bar,2026-03-05 23:37:43
1895,A100,Gas Compressor,temperature,41.18,C,2026-03-05 23:37:53
1411,A400,Steam Turbine,flow_rate,281.21,m3/h,2026-03-05 23:38:14
1333,A400,Steam Turbine,pressure,9.0,bar,2026-03-05 23:41:10
1749,A100,Gas Compressor,flow_rate,238.37,m3/h,2026-03-05 23:43:36
614,A100,Gas Compressor,temperature,47.84,C,2026-03-05 23:45:29
629,A300,Water Pump,temperature,40.86,C,2026-03-05 23:49:46
1170,A200,Heat Exchanger,pressure,9.6,bar,2026-03-05 23:51:39
949,A400,Steam Turbine,flow_rate,285.46,m3/h,2026-03-05 23:54:15
1316,A100,Gas Compressor,flow_rate,216.71,m3/h,2026-03-05 23:56:50
